date,mkt,smb,hml,rmw,cma,mom,rf
2010-01-04,-0.009777583040554361,-0.0029694390346277875,-0.007435029735106333,0.004505491881728994,-0.00041198057518405094,-0.008677354970239535,7.528418159918893e-05
2010-01-05,-0.010475277896075066,0.0020131126888823384,0.0016872840466992925,0.005836619503968114,-0.002111174943189223,-0.0005216888898882607,8.364775791669388e-05
2010-01-06,-0.006222028998919402,-0.007824400195256957,0.004320291129435158,0.010256038652854604,0.001714963209361995,0.0011215362307068102,8.214936535111406e-05
2010-01-07,0.010774617048639837,-0.00038540857013397097,-0.006032024248387749,0.003990211411943283,0.004955632837502388,0.0061802869813799505,8.103110664725577e-05
2010-01-08,-0.0014153113551357078,0.007376167903908444,-0.00028730717851826326,-0.00277849568495278,8.429765707368662e-05,-0.0071528854090191505,7.441935711605119e-05
2010-01-11,0.011096014945571489,0.004729780077327702,0.0017197651038198401,0.0010211257195034884,0.0013619694617303408,-0.013955611278609972,8.549896687748415e-05
2010-01-12,-0.020589810026725275,0.0054284126856213024,-0.0008609322181794726,0.011908933013016404,0.0019029638105926062,-0.0112160387370746,7.455286761648416e-05
2010-01-13,0.007165060246828298,-0.002511078702576965,0.004294879262033745,-0.00595430234172435,0.0047514347372300866,0.0015370515604954185,8.16837933501624e-05
2010-01-14,0.01690511648042555,-0.0015981370374208476,-0.00017186812029482417,-0.003769206945939256,-3.0002461210802543e-06,-0.00236849724653566,7.731895108142872e-05
2010-01-15,-0.0038146109488486745,0.004734646868883701,0.013610305088654157,0.0015693346812991572,0.007102076922445324,-0.0066254823143443355,7.614473850803272e-05
2010-01-18,0.023396699619595538,-0.0036625642060463147,0.00246098128526815,-0.002418786237981236,0.0005643962291392255,0.0056316692504343666,7.300917437080834e-05
2010-01-19,-0.009838276140024532,-0.0021599725538766676,0.0006165274651206932,-9.99087458377864e-06,0.0028590055172202124,-0.0035897399110681474,8.271474320697969e-05
2010-01-20,-0.005432737467192962,0.0035755289206507927,0.0019149199013158422,-0.0019426981124252346,0.005365877115112613,-0.010955579929482144,7.477655071208567e-05
2010-01-21,-0.01987562405784256,-0.005523580983346351,-0.0034680029018233647,-0.0015985471690966118,0.002080082324398805,0.002118734579662719,7.471949050441573e-05
2010-01-22,-0.0035018610125546294,0.0067939111481888905,0.0027757400387241303,0.007830136841031248,-0.008852024639113644,-0.0013917437875169412,8.007447684255098e-05
2010-01-25,-0.012404205089427517,-0.007606647023287972,0.0013535232486497032,0.005400476938977943,-0.004487774226812659,0.0010871883830163387,8.145305890461252e-05
2010-01-26,0.020567924688732635,0.006632784071081983,0.01108055423690483,-0.0023464443589691257,-0.00023077904868679512,0.008875751567892857,8.114488622057436e-05
2010-01-27,0.0061116196881838775,0.000306923956820029,0.001949286997316957,0.0031956054243075,-0.004466516084912114,-0.004055728392051716,7.867233328351375e-05
2010-01-28,0.015746659394397657,-0.008791283179806951,0.00943205054752236,-0.004085348203308361,0.006220639890497159,0.0016846218108034878,7.316617238162237e-05
2010-01-29,0.018616366039428008,-0.0018992779134026755,0.006902807873795653,0.0016682141594228177,0.0037563700597281714,0.00505952929804957,7.8502934192759e-05
