date,SPY,AGG,GLD,VNQ,EEM
2010-01-04,100.60472456979079,100.09302135590264,99.31294809787424,50.03416067980251,30.28241074559457
2010-01-05,100.48699097263243,99.8189023048962,100.57591108400695,50.23093971000002,30.88020244679421
2010-01-06,101.26787151170763,99.71184158981751,101.7873777464434,49.972478484729656,31.28747080757617
2010-01-07,103.07280259676261,99.55583713292611,100.27530869296109,49.847011237138226,30.90103845642975
2010-01-08,102.84030370440979,99.83715300087562,98.91345234206024,48.991794637526816,31.107151636952732
2010-01-11,102.60834835590522,99.71923399306453,97.34270265954999,47.27496778253325,31.025897940986
2010-01-12,104.50372461328179,99.88772160214678,99.08717684284333,47.48021003837142,30.995085297374295
2010-01-13,105.45891336534825,100.53413799153459,99.188896552058,46.923921044867654,30.725071268141622
2010-01-14,104.9406462498157,100.94683972624017,99.15954241274852,47.19586972899169,30.68474930757733
2010-01-15,105.63014499935322,100.81928832729294,99.70115073028252,47.82665825202148,31.106777425698535
2010-01-18,105.11825528351349,100.72132657884968,98.81726360059304,47.83144549542029,30.692112778768028
2010-01-19,104.60610379302737,100.87788544579448,98.66860959427625,48.019078515141246,30.704953455554296
2010-01-20,104.93512722446752,100.36102999671081,97.59078808048352,47.06349489300602,31.476174825868526
2010-01-21,102.72387774643586,100.10080397458809,98.17017412880223,47.60456992543204,31.24944725910599
2010-01-22,100.77423174300026,100.26826948784813,97.31066607143629,46.47818563232754,31.06190853893321
2010-01-25,100.17350871296229,100.24094982869849,97.66241486648907,46.1750570574593,31.468979699013964
2010-01-26,99.06895963032855,100.8658019821715,98.66566595163285,45.54857453585859,31.51185477571854
2010-01-27,99.46205600908227,100.68150076575668,98.57606186771918,45.57897978312226,31.46721559166126
2010-01-28,98.48231854943118,100.36202425053806,99.36785431130484,45.51674017224806,32.28738930934121
2010-01-29,96.95624862249751,100.09311540488845,98.25787628112028,44.56549866925465,31.61990754400874
2010-02-01,98.62014508597954,100.10945905757549,97.17802679658438,44.20624172935064,31.557696489048343
2010-02-02,98.40703690275235,100.07067232821689,97.39945647261287,43.374296844045844,31.325832528656054
2010-02-03,98.5215038950466,100.78813897908265,97.2229841826304,43.01227093143732,30.553624252818736
2010-02-04,96.98114105446307,100.67350240861039,95.95392667051908,43.22472865953589,30.143135508533252
2010-02-05,96.42260279792593,100.70275551929102,95.53596914353477,42.32461695602566,30.1323881942218
2010-02-08,96.58227273643463,100.99561717220591,96.64619285459817,43.32953559862193,29.4208779878777
2010-02-09,95.36780019339535,100.97329363132775,96.02283374939805,43.044261490414414,29.367865106406793
2010-02-10,95.8129485158536,101.16219375022001,96.06474285290503,43.461481983376494,29.25160580853114
2010-02-11,95.20039211309374,101.30016034426488,95.7293527663299,44.851100587446155,29.718463218945157
2010-02-12,94.9236979863226,101.57972820525771,95.92324819949286,43.84846274266859,29.872193898803292
2010-02-15,94.31568470196552,101.14232040498645,96.25946206942625,43.57495665454975,29.858939106662323
2010-02-16,96.35576137036107,101.41207551597992,96.81789988759166,43.40679106615343,29.831622108688325
2010-02-17,96.37925396208632,101.37998317393384,97.31447230493625,42.86392454999915,29.6292638326373
2010-02-18,95.26804847655026,101.45184696977661,98.09572115735529,43.54282046659034,29.411125804278768
2010-02-19,96.19891599823497,101.34043178418497,98.51111709971951,43.44229623103964,29.439668687650414
2010-02-22,94.91405984778032,101.88350173874785,98.7129795585432,44.23286593585718,28.995722784686084
2010-02-23,95.17687141382592,101.24075636283949,98.25409725113867,43.908448890253574,28.353106006432537
2010-02-24,93.1222568642479,101.70005953816789,95.46042231318972,44.138587239400344,28.197724568939762
2010-02-25,91.7667315906928,101.49487095039902,95.1235188982269,43.88401804078402,28.404696699946278
2010-02-26,92.0083057592099,101.9969756975825,94.43000222770324,43.640488403027625,28.05109973237826
2010-03-01,92.8187904241944,102.40224940125043,93.82324368974872,43.792550677641124,26.89006355067398
2010-03-02,93.03623690245402,102.74237487130999,92.31385336306961,44.15940752126702,27.107405777577807
2010-03-03,92.95119388909491,103.0229781324002,92.98954846501009,43.65358928676271,27.109729969118916
2010-03-04,92.67114849582235,103.77335588175607,91.38421998979803,43.161249352415524,26.94676449450705
2010-03-05,91.16665003522913,103.59140510822967,91.76452504580222,42.78439111294479,26.885224123204047
2010-03-08,90.46144248719169,103.41423116634031,91.57886398064358,42.710944542365795,27.08060425818597
2010-03-09,90.0258978425317,103.21309763011968,91.97179410192318,41.89659333852287,27.596234490907122
2010-03-10,91.14766170155615,103.52661740363868,92.74964209467733,41.7530463133623,27.455561700422724
2010-03-11,91.53980802592858,103.1161297733362,94.54557099552892,42.42511608038583,27.41013106100035
2010-03-12,89.76361967987808,103.45738104125913,95.7980548435978,41.65759798516386,28.218990349270165
2010-03-15,90.12984558876332,103.37573847407337,96.7803137192767,41.527103842788456,28.54917603691811
2010-03-16,89.77277558353042,103.04093789222924,98.13059287187355,42.56802922579895,28.049133258839092
2010-03-17,89.12171444705938,102.70402298357016,98.19535583584835,42.23364412887421,27.433969587475556
2010-03-18,89.77760853809002,102.45879671681497,98.29870644064565,41.71886942385337,28.3882706655185
2010-03-19,90.86935877928191,101.99249049258883,97.87305483432431,41.88960810491353,27.618320578741287
2010-03-22,91.87044762085354,102.16994854391474,98.17098356416597,41.9002595359094,27.93386072131927
2010-03-23,91.03648859592819,102.45662370379453,99.22854969188568,42.412634058468356,27.635719211151788
2010-03-24,90.7538672304171,102.77869770267449,99.23012770300384,41.50144951861136,27.75222731217139
2010-03-25,91.13155172777361,102.58830286738241,99.24906079259476,41.54688634920023,28.217213963739276
2010-03-26,92.18178518364549,102.70007613219683,98.67161590460076,41.621096188294594,27.38019589069177
2010-03-29,91.71867884187918,102.71398718187268,100.18956883004351,41.58193127068793,27.321385180321528
2010-03-30,91.56212504315442,102.9502097244897,100.22707569156846,41.185645958044134,27.918726053246164
2010-03-31,90.4565721733135,103.10683692303361,100.78016844183699,41.31520065614132,28.347501852733682
2010-04-01,89.27334787189262,103.14843875784985,100.6113000248487,42.02313925959129,29.288799028830688
2010-04-02,90.13540047291167,102.55865936963806,101.07268285969016,42.08562910304108,28.899824548723117
2010-04-05,91.56857373381655,102.51706691607939,99.36992282042239,42.19474561886063,28.7241723436978
2010-04-06,91.53015114142721,102.56508440975924,99.51455498607164,42.42733601443812,28.646119882490048
2010-04-07,92.61436484683284,102.35306791537991,98.95562060654346,42.30755599286066,28.773868607952164
2010-04-08,93.03182603511672,102.2785026583845,100.2062959037141,41.929103089152385,28.520844776905285
2010-04-09,92.39043952929795,101.87294338508013,100.96363576196556,42.12539579484275,28.297362668518005
2010-04-12,92.80663836888007,101.78207868353486,100.71668350606262,43.014632393515825,28.111884457273693
2010-04-13,94.47683689072797,101.95651803726629,100.04992442227034,43.4189487095071,28.181908793345407
2010-04-14,94.47594846279634,102.64181419041051,99.18177486445887,43.29296923233909,28.30646837005045
